파일이름	Subtitle	Machine Translation	Time	분	초
김씨네편의점_season01_02.xlsx	I talk to photographer.	사진작가랑 얘기해 볼게.	12:27	12	27
김씨네편의점_season01_02.xlsx	-WOMAN: Thanks. -(DOOR OPENS)	-여자: 고마워. -(문 열림)	12:29	12	29
김씨네편의점_season01_02.xlsx	-Hey, Appa. -And here she is now.	-야, 아빠. -바로 나왔네.	12:31	12	31
김씨네편의점_season01_02.xlsx	Oh, I really like your work.	어, 네 작품 정말 좋아.	12:33	12	33
김씨네편의점_season01_02.xlsx	-Thank you. -Enjoy!	-고마워. -즐겨!	12:35	12	35
김씨네편의점_season01_02.xlsx	-WOMAN: Thank you. -(DOOR OPENS)	-여자: 감사합니다. -(문 열림)	12:37	12	37
김씨네편의점_season01_02.xlsx	What was that about?	무슨 일이야?	12:39	12	39
김씨네편의점_season01_02.xlsx	That was about you, great artist.	네가, 위대한 예술가에 대한 이야기였어.	12:41	12	41
김씨네편의점_season01_02.xlsx	Okay. Since when do you think I'm a great artist?	내가 언제부터 예술가라고 생각했어?	12:45	12	45
김씨네편의점_season01_02.xlsx	Since this. Hmm?	이걸 봐.	12:49	12	49
김씨네편의점_season01_02.xlsx	Why are my photos there?	왜 내 사진들이 거기에 있어?	12:52	12	52
김씨네편의점_season01_02.xlsx	I sell them. You need to take more.	내가 팔아요. 더 많이 찍어야 해요.	12:53	12	53
김씨네편의점_season01_02.xlsx	Are you insane?	너 미쳤니?	12:56	12	56
김씨네편의점_season01_02.xlsx	These are for school. They're not for sale.	이건 학교 과제 사진들이야. 판매할 게 아니야.	12:58	12	58
김씨네편의점_season01_02.xlsx	-Is this all that's left? -Yeah.	-이게 전부야? -응.	13:00	13	00
김씨네편의점_season01_02.xlsx	I sell six today.	오늘 여섯 장 팔았어.	13:02	13	02
김씨네편의점_season01_02.xlsx	Appa, you can't just sell my stuff!	아빠, 내 물건을 그냥 팔면 안 돼!	13:03	13	03
김씨네편의점_season01_02.xlsx	It's not you stuff.	네 물건이 아니야.	13:06	13	06
김씨네편의점_season01_02.xlsx	You stuff is our stuff.	네 물건은 우리 물건이야.	13:08	13	08
김씨네편의점_season01_02.xlsx	I took these pictures!	내가 이 사진들을 찍었어!	13:10	13	10
김씨네편의점_season01_02.xlsx	Who pay for camera that take those picture?	그 사진을 찍은 카메라를 누가 샀지?	13:12	13	12
김씨네편의점_season01_02.xlsx	Whose eye looked through the viewfinder	뷰파인더를 통해 본 눈은 누구의 것이었고	13:15	13	15
김씨네편의점_season01_02.xlsx	and whose finger pushed the shutter button?	그리고 셔터 버튼을 누른 건 누구의 손가락이었지?	13:16	13	16
김씨네편의점_season01_02.xlsx	Who give to you that eye and that finger?	누가 너에게 그 눈과 그 손가락을 주었지?	13:18	13	18
김씨네편의점_season01_02.xlsx	God did.	신이.	13:20	13	20
김씨네편의점_season01_02.xlsx	Okay, but...	알았어요, 하지만...	13:22	13	22
김씨네편의점_season01_02.xlsx	Appa, I'm supposed to be in a show.	아빠, 나는 전시회에 참가해야 하는데.	13:23	13	23
김씨네편의점_season01_02.xlsx	I can't get new ones mounted in time.	새 사진들을 제때에 못 올릴 거야.	13:26	13	26
김씨네편의점_season01_02.xlsx	Ah, what you talking? I got these from drug store.	아, 무슨 소리 하는 거야? 내가 약국에서 샀어.	13:27	13	27
김씨네편의점_season01_02.xlsx	Three for $5.	장당 5달러.	13:30	13	30
김씨네편의점_season01_02.xlsx	This is my work!	이게 내 작품이야!	13:35	13	35
김씨네편의점_season01_02.xlsx	Appa, you can't just go and... And this is my work.	아빠, 그냥 가면 안 돼... 그리고 이것도 내 작품이야.	13:37	13	37
김씨네편의점_season01_02.xlsx	You is my work.	이것도 내 작품이야.	13:40	13	40
김씨네편의점_season01_02.xlsx	Me and Umma is struggle to make whole life for you.	엄마랑 나는 당신을 위해 평생을 고생하고 있어요.	13:42	13	42
김씨네편의점_season01_02.xlsx	And what you do?	그래서 당신은 뭘 하는데요?	13:45	13	45
김씨네편의점_season01_02.xlsx	Take picture.	사진을 찍어요.	13:46	13	46
김씨네편의점_season01_02.xlsx	And now it's time for you to pay back to me	이제 당신이 나에게 갚을 때가 됐어요	13:48	13	48
김씨네편의점_season01_02.xlsx	all that I invest to you	내가 당신에게 투자한 모든 것을	13:50	13	50
김씨네편의점_season01_02.xlsx	and what you say, "Don't touch my stuff."	그리고 당신이 하는 말은 "내 물건에 손대지 마."	13:52	13	52
김씨네편의점_season01_02.xlsx	Appa, that's such a messed up idea!	아빠, 그거 정말 엉망인 생각이에요!	13:54	13	54
김씨네편의점_season01_02.xlsx	-You messed up idea. -No, Appa, that's...	-당신이 엉망인 생각이에요. -아니, 아빠, 그건...	13:56	13	56
김씨네편의점_season01_02.xlsx	-You, no. -What?	-당신은 안 돼. -뭐?	13:58	13	58
김씨네편의점_season01_02.xlsx	-You what? -Stop doing that!	-당신이 뭔데요? -그만 해!	13:59	13	59
김씨네편의점_season01_02.xlsx	You stop.	당신이 그만해.	14:00	14	00
김씨네편의점_season01_02.xlsx	-So if I stop-- -You so if I stop.	-내가 그만두면-- -당신이 그만두면.	14:02	14	02
김씨네편의점_season01_02.xlsx	Oh, hello. (CHUCKLES)	어, 안녕하세요. (웃음)	14:08	14	08
김씨네편의점_season01_02.xlsx	Mrs. Kim, your son is a delight to work with.	김 씨, 당신 아들은 일하기 정말 좋은 사람이네요.	14:20	14	20
김씨네편의점_season01_02.xlsx	I know.	알아요.	14:22	14	22
김씨네편의점_season01_02.xlsx	But if you've come to plead Jung's case, I should warn you,	하지만 정 씨의 입장을 변호하러 오셨다면, 경고하는데,	14:24	14	24
김씨네편의점_season01_02.xlsx	he's got a lot stacked against him.	그에게는 많은 어려움이 있어요.	14:26	14	26
김씨네편의점_season01_02.xlsx	No, no.	아니요, 아니요.	14:27	14	27
김씨네편의점_season01_02.xlsx	I hope you don't give to him promotion.	당신이 그에게 승진을 주지 않기를 바라요.	14:29	14	29
김씨네편의점_season01_02.xlsx	Sorry. You don't want him to get the promotion?	죄송해요. 당신은 그가 승진하는 걸 원하지 않으시나요?	14:31	14	31
김씨네편의점_season01_02.xlsx	No. This is car rental.	아니요. 이건 렌터카 업체예요.	14:33	14	33
김씨네편의점_season01_02.xlsx	What do you mean?	무슨 뜻이에요?	14:36	14	36
김씨네편의점_season01_02.xlsx	This is good job for some people.	이 일은 어떤 사람들에게는 좋은 일이에요.	14:37	14	37
김씨네편의점_season01_02.xlsx	Maybe even very good job for some people.	어쩌면 어떤 사람들에게는 아주 좋은 일일 수도 있어요.	14:40	14	40
김씨네편의점_season01_02.xlsx	I've worked here for five years.	저는 여기 5년 동안 일했어요.	14:42	14	42
김씨네편의점_season01_02.xlsx	Yeah, for some people.	네, 어떤 사람들에게는요.	14:44	14	44
김씨네편의점_season01_02.xlsx	But, my son...	하지만, 제 아들은...	14:46	14	46
김씨네편의점_season01_02.xlsx	You think he's too good for this?	그가 이 일로는 부족하다고 생각하세요?	14:47	14	47
김씨네편의점_season01_02.xlsx	Not too good.	부족한 게 아니에요.	14:49	14	49
김씨네편의점_season01_02.xlsx	But very good.	아주 괜찮아요.	14:51	14	51
김씨네편의점_season01_02.xlsx	Very bright.	아주 똑똑해요.	14:53	14	53
김씨네편의점_season01_02.xlsx	So much potential.	가능성이 정말 많아.	14:55	14	55
김씨네편의점_season01_02.xlsx	He also has a criminal past and no high school diploma.	하지만 범죄 전과도 있고 고등학교 졸업장도 없어요.	14:56	14	56
김씨네편의점_season01_02.xlsx	Exactly. He is bad seed.	맞아. 그는 나쁜 씨앗이야.	14:59	14	59
김씨네편의점_season01_02.xlsx	Can't trust. Don't hire.	믿을 수 없어. 고용하지 마.	15:02	15	02
김씨네편의점_season01_02.xlsx	Maybe give promotion to Kimchee.	김치에게 승진을 주는 건 어때?	15:04	15	04
김씨네편의점_season01_02.xlsx	(KNOCKING)	(노크 소리)	15:06	15	06
김씨네편의점_season01_02.xlsx	Umma?	엄마?	15:08	15	08
김씨네편의점_season01_02.xlsx	Okay, so nice talking. (LAUGHS NERVOUSLY)	좋은 대화였어요. (불안하게 웃음)	15:10	15	10
김씨네편의점_season01_02.xlsx	-What is going on? -Is this a bribe?	-무슨 일이야? -뇌물인가?	15:13	15	13
김씨네편의점_season01_02.xlsx	No, no! I find under chair.	아니, 아니! 의자 밑에서 찾았어.	15:15	15	15
김씨네편의점_season01_02.xlsx	Lost and Find. Okay, have good day.	분실물 센터. 좋아요, 좋은 하루 보내세요.	15:18	15	18
김씨네편의점_season01_02.xlsx	What? We just talking.	뭐라고?	15:20	15	20
김씨네편의점_season01_02.xlsx	So I finally say to her,	그래서 내가 그녀에게 이렇게 말했어,	15:26	15	26
김씨네편의점_season01_02.xlsx	"You listen now,	"이제 잘 들어, 	15:28	15	28
김씨네편의점_season01_02.xlsx	"I am man of the house.	"나는 이 집의 가장이야.	15:29	15	29
김씨네편의점_season01_02.xlsx	"I give you good food to eat,	"나는 너에게 맛있는 음식을 먹이고,	15:32	15	32
김씨네편의점_season01_02.xlsx	"warm roof over your head.	"네 머리 위에 따뜻한 지붕을 제공해.	15:35	15	35
김씨네편의점_season01_02.xlsx	"So, I expect some love and affection in return."	"그러니 나에게 사랑과 애정을 돌려받고 싶어."	15:37	15	37
김씨네편의점_season01_02.xlsx	How many time I tell you?	몇 번이나 말했어?	15:40	15	40
김씨네편의점_season01_02.xlsx	Shih Tzu is a very stupid dog.	시츄는 정말 멍청한 강아지야.	15:42	15	42
김씨네편의점_season01_02.xlsx	Hard to train.	훈련시키기 어렵지.	15:44	15	44
김씨네편의점_season01_02.xlsx	So I threaten to send her to Humane Society,	그래서 내가 존중을 보여주지 않으면	15:47	15	47
김씨네편의점_season01_02.xlsx	if she don't show me some respect!	동물 보호소로 보내버리겠다고 협박해!	15:49	15	49
김씨네편의점_season01_02.xlsx	But you missing my point.	하지만 내 요점을 놓치고 있어.	15:51	15	51
김씨네편의점_season01_02.xlsx	Janet is ungrateful in a different way than Ginger.	재닛은 진저와는 다른 방식으로 감사할 줄 몰라. 진저와는.	15:54	15	54
김씨네편의점_season01_02.xlsx	MR. CHIN: Janet not ungrateful.	MR. CHIN: 재닛은 감사할 줄 모르는 게 아니야.	15:57	15	57
김씨네편의점_season01_02.xlsx	You sold her pictures.	네가 그녀의 사진을 팔았잖아.	16:01	16	01
김씨네편의점_season01_02.xlsx	She just pissed.	그녀는 그냥 화가 났을 뿐이야.	16:02	16	02
김씨네편의점_season01_02.xlsx	(SPEAKING KOREAN) So I sell her picture.	(한국어로 말함) 그래서 내가 그녀의 사진을 팔았지.	16:03	16	03
김씨네편의점_season01_02.xlsx	Do you think my father even look at my picture?	내 아버지가 내 사진을 보기나 했을 것 같아?	16:06	16	06
김씨네편의점_season01_02.xlsx	You think my father send me to school for "art degree?"	내 아버지가 나를 "미술 학위"를 따게 학교에 보냈다고 생각해?	16:09	16	09
김씨네편의점_season01_02.xlsx	Sometimes I think how lucky I would be	가끔 생각해 내가 얼마나 운이 좋을지	16:13	16	13
김씨네편의점_season01_02.xlsx	to have me as my father.	내 아버지가 나라는 것에.	16:17	16	17
김씨네편의점_season01_02.xlsx	I would look up at me and say,	나는 나를 올려다보며 말할 거야,	16:19	16	19
김씨네편의점_season01_02.xlsx	"Thank you, me, for allowing me "to become such a great you."	"고마워, 나야, 나를 허락해줘서 "이렇게 훌륭한 당신이 되게 해줘서."	16:23	16	23
김씨네편의점_season01_02.xlsx	I see what is happening.	무슨 일이 일어나고 있는지 알겠어.	16:29	16	29
김씨네편의점_season01_02.xlsx	You is jealous of Janet because she have such a great dad.	너는 재닛을 질투해 아빠가 너무 좋아서.	16:32	16	32
김씨네편의점_season01_02.xlsx	Mmm. It's true.	음. 사실이야.	16:37	16	37
김씨네편의점_season01_02.xlsx	Because you provide such great opportunity for her,	당신이 그녀에게 너무 좋은 기회를 제공했기 때문에,	16:39	16	39
김씨네편의점_season01_02.xlsx	she take better picture than you	그녀는 당신보다 더 좋은 사진을 찍고,	16:42	16	42
김씨네편의점_season01_02.xlsx	and you can't stand it. -What?	당신은 그걸 참을 수 없어. -뭐?	16:45	16	45
김씨네편의점_season01_02.xlsx	So you sell her picture in a rage to get revenge.	그래서 당신은 복수를 하기 위해 분노 속에서 그녀의 사진을 팔아.	16:47	16	47
김씨네편의점_season01_02.xlsx	Okay. That's enough.	알았어. 됐어.	16:50	16	50
김씨네편의점_season01_02.xlsx	This is why Ginger pee in your slipper, hmm.	그래서 진저가 네 슬리퍼에 소변을 보는 거야, 흐음.	16:52	16	52
김씨네편의점_season01_02.xlsx	So, did you get the job?	그래서, 일은 얻었니?	17:12	17	12
김씨네편의점_season01_02.xlsx	(SIGHS) I don't know, but what I do know is that even if they offer it to me,	(한숨) 모르겠지만 내가 아는 건, 그들이 나에게 제안하더라도,	17:14	17	14
김씨네편의점_season01_02.xlsx	I'm going to turn it down.	거절할 거라는 거야.	17:17	17	17
김씨네편의점_season01_02.xlsx	-Why? -You and me, that's why.	-왜? -당신과 나 때문이야.	17:18	17	18
김씨네편의점_season01_02.xlsx	I'm sitting there,	나는 거기에 앉아 있고,	17:21	17	21
김씨네편의점_season01_02.xlsx	the guy from head office is interviewing me,	본사에서 온 남자가 나를 인터뷰하고 있는데,	17:22	17	22
김씨네편의점_season01_02.xlsx	and I'm just like, this isn't me.	나는 그냥 '이건 내가 아니야'라고 생각했어.	17:23	17	23
김씨네편의점_season01_02.xlsx	You know, this right here? You and me?	알잖아, 여기 이 모든 게. 당신과 나?	17:26	17	26
김씨네편의점_season01_02.xlsx	That's me.	이게 바로 나야.	17:28	17	28
김씨네편의점_season01_02.xlsx	So you tanked it?	그래서 망쳤어?	17:29	17	29
김씨네편의점_season01_02.xlsx	Who knows.	누 누가 알겠어.	17:30	17	30
김씨네편의점_season01_02.xlsx	But what I do know is this.	하지만 내가 아는 건 이거야.	17:31	17	31
김씨네편의점_season01_02.xlsx	I'm staring at the regional manager, right,	지역 관리자를 보고 있는데,	17:33	17	33
김씨네편의점_season01_02.xlsx	and I'm just thinking,	생각이 드는 거야,	17:35	17	35
김씨네편의점_season01_02.xlsx	"You know why I keep getting your name wrong?	"왜 당신 이름이 자꾸 헷갈리는지 알아?	17:36	17	36
김씨네편의점_season01_02.xlsx	"'Cause I don't want to know who you are."	"당신이 누구인지 알고 싶지 않아서 그래.	17:39	17	39
김씨네편의점_season01_02.xlsx	"I don't want to be you.	"당신이 되고 싶지 않아.	17:40	17	40
김씨네편의점_season01_02.xlsx	"I mean, yeah, I like your suit,	"미, 네 정장 맘에 드는 건 사실이고,	17:42	17	42
김씨네편의점_season01_02.xlsx	"and I really want to know where you got your shoes from,	"네 구두 어디서 샀는지 정말 알고 싶지만,	17:43	17	43
김씨네편의점_season01_02.xlsx	"but, buddy, this interview is over."	"하지만, 친구, 면접은 끝났어."	17:45	17	45
김씨네편의점_season01_02.xlsx	Who said that, you or him?	누가 그랬어, 당신이 했어, 아니면 그 사람이?	17:47	17	47
김씨네편의점_season01_02.xlsx	You know what we should do?	뭐 해야 할까?	17:48	17	48
김씨네편의점_season01_02.xlsx	We should tear this town a new one. You with me?	이 도시를 완전히 망쳐버려야 해. 따라올래?	17:50	17	50
김씨네편의점_season01_02.xlsx	We'll start at The Steak Pit. Yeah, there's my boy back.	스테이크 핏부터 시작하자. 그래, 내 녀석 돌아왔네.	17:53	17	53
김씨네편의점_season01_02.xlsx	Yeah, and do shooters at Stingray's...	그리고 스팅레이스에서 샷을 마시면서...	17:56	17	56
김씨네편의점_season01_02.xlsx	They won't even see us coming.	우리가 올 줄 전혀 예상 못 할 거야.	17:58	17	58
